age,income,employment_years,debt,loan_amount,credit_history_years,num_loans,late_payments,credit_utilization,savings,employment_status,payment_history,creditworthy
22,50830.0,4.7,35828.0,24645.0,4.0,5,2,0.499,33215.0,Employed,Good,0
41,36965.0,9.5,20424.0,1000.0,7.6,5,2,0.471,11672.0,Employed,Excellent,0
30,57450.0,2.7,45003.0,14665.0,7.9,3,6,0.816,24416.0,Employed,Excellent,0
26,46450.0,6.7,14591.0,9462.0,1.9,3,2,0.39,31018.0,Employed,Excellent,1
26,87503.0,7.4,54660.0,15185.0,3.5,4,3,0.06,73037.0,Employed,Good,1
52,66145.0,5.4,16835.0,10877.0,3.8,3,2,0.622,49089.0,Employed,Good,1
43,26140.0,7.6,8599.0,3247.0,6.3,7,2,0.442,3624.0,Self-employed,Good,0
45,69767.0,4.9,28601.0,3602.0,14.9,0,1,0.276,47590.0,Employed,Good,1
54,37958.0,3.4,1885.0,6926.0,3.3,2,3,0.858,27143.0,Employed,Good,0
45,42306.0,12.4,14943.0,13764.0,3.1,6,1,0.323,34956.0,Unemployed,Average,0
49,61904.0,10.2,28747.0,35422.0,2.5,6,2,0.114,44667.0,Self-employed,Average,0
24,44182.0,3.0,,22918.0,9.5,2,1,0.374,10777.0,Employed,Average,1
59,74643.0,8.3,50224.0,24503.0,6.8,4,1,0.049,66211.0,Employed,Good,1
41,37961.0,3.0,17314.0,18038.0,3.4,0,1,0.507,19751.0,Employed,Good,0
27,41383.0,1.3,12191.0,16356.0,5.5,1,0,0.434,31519.0,Self-employed,Good,1
57,40560.0,10.1,15132.0,1000.0,3.8,7,2,0.44,13363.0,Self-employed,Poor,0
54,42556.0,0.0,7664.0,11158.0,8.2,5,0,0.69,30801.0,Self-employed,Good,1
23,79182.0,9.7,6798.0,5972.0,17.7,0,2,0.153,29904.0,Unemployed,Average,1
29,68834.0,5.0,37982.0,26168.0,9.2,6,1,0.082,10904.0,Self-employed,Good,1
21,92619.0,5.2,16764.0,30364.0,6.6,3,0,0.531,86319.0,Employed,Poor,1
33,104888.0,7.6,7725.0,26872.0,4.3,4,3,0.454,31750.0,Employed,Good,1
25,32324.0,8.3,20638.0,10831.0,1.6,6,0,0.082,7376.0,Employed,Good,0
52,56549.0,2.7,9139.0,42181.0,9.9,6,2,0.81,49743.0,Employed,Good,1
44,29124.0,8.9,17219.0,10811.0,9.7,1,1,0.327,15185.0,Employed,Average,0
65,37893.0,6.5,22463.0,11321.0,5.1,2,3,0.452,21475.0,Employed,Average,0
54,41138.0,1.0,7802.0,12270.0,11.9,2,2,0.213,40053.0,Self-employed,Average,1
48,31743.0,5.3,14485.0,10767.0,7.1,7,1,0.681,11929.0,Employed,Average,0
43,31858.0,11.5,6077.0,18020.0,10.1,6,1,0.637,10980.0,Self-employed,Good,1
23,51826.0,12.7,27785.0,24388.0,8.2,5,0,0.174,24630.0,Unemployed,Excellent,0
24,28232.0,8.9,500.0,1000.0,6.3,0,0,0.369,18636.0,Employed,Average,1
48,73527.0,1.2,56249.0,23841.0,3.2,6,1,0.438,13784.0,Employed,Good,0
21,34809.0,8.0,11469.0,20219.0,6.4,4,1,0.278,14673.0,Employed,Excellent,1
22,116811.0,9.4,62424.0,35952.0,10.4,2,2,0.578,44026.0,Self-employed,Excellent,1
30,45070.0,8.9,500.0,28613.0,5.0,3,1,0.62,0.0,Self-employed,Good,1
60,56584.0,9.1,10672.0,13910.0,8.8,3,1,0.176,28576.0,Employed,Good,1
41,26502.0,7.5,10468.0,16191.0,2.7,2,0,0.682,15053.0,Employed,Average,0
52,92534.0,5.7,37170.0,30996.0,10.1,7,0,0.496,23486.0,Self-employed,Good,1
39,79629.0,3.6,58218.0,27219.0,8.3,7,5,0.263,13851.0,Employed,Excellent,1
28,61532.0,0.0,500.0,32408.0,2.2,0,0,0.542,53281.0,,Good,1
37,25370.0,7.4,3703.0,6047.0,6.1,7,2,0.386,14586.0,Employed,Average,1
25,59635.0,6.7,18271.0,18199.0,10.7,3,0,0.546,53288.0,Employed,Average,1
55,30329.0,8.2,2707.0,11156.0,2.0,6,2,0.798,31570.0,Self-employed,Average,0
29,87172.0,0.6,59697.0,44651.0,2.7,6,2,0.603,35082.0,Employed,Excellent,1
37,72802.0,8.6,49921.0,28133.0,6.7,4,3,0.265,30756.0,Self-employed,Poor,0
65,57100.0,14.2,,40122.0,15.5,5,1,0.587,8021.0,Self-employed,Average,0
47,18000.0,6.3,1138.0,8176.0,4.3,5,0,0.454,4957.0,Employed,Good,1
41,,5.8,8087.0,11164.0,9.0,6,0,0.598,13804.0,Self-employed,Average,0
45,70131.0,7.2,37040.0,45001.0,8.0,3,0,0.227,23084.0,Employed,Good,0
56,81683.0,14.1,19806.0,50962.0,4.6,5,6,0.323,39875.0,Employed,Average,0
32,79402.0,1.9,40909.0,19701.0,7.6,7,0,0.266,57263.0,Employed,Average,1
49,19976.0,6.8,4907.0,10171.0,5.2,7,0,0.272,0.0,Self-employed,Good,1
60,61634.0,2.8,16272.0,13910.0,5.6,1,1,0.514,21858.0,Self-employed,Excellent,1
46,77341.0,3.8,48756.0,36636.0,0.5,3,1,0.599,12445.0,Employed,Good,0
41,18517.0,5.8,2767.0,8406.0,6.9,4,3,0.539,1729.0,Employed,Average,0
27,54826.0,11.4,49781.0,24662.0,10.6,4,1,0.299,28992.0,Unemployed,Average,0
32,61025.0,13.2,13051.0,15066.0,7.2,5,2,0.466,40213.0,Employed,Good,1
63,48383.0,7.8,984.0,15906.0,11.4,6,5,0.406,15352.0,Employed,Poor,0
45,18000.0,4.5,17287.0,4660.0,9.3,4,0,0.289,12991.0,Employed,Excellent,1
34,47835.0,16.0,9809.0,26304.0,6.8,5,5,0.528,15686.0,Employed,,1
39,47799.0,4.3,13828.0,14735.0,4.5,7,0,0.59,50070.0,Employed,Good,1
47,51742.0,3.7,10040.0,14522.0,5.1,0,2,0.406,22514.0,Employed,Average,0
45,42604.0,0.0,17161.0,7838.0,1.1,5,2,0.252,29264.0,Self-employed,Average,0
52,45254.0,11.6,33614.0,8140.0,5.9,2,3,0.391,13784.0,Employed,Average,0
32,54126.0,9.9,15598.0,16614.0,7.6,7,1,0.327,13570.0,Employed,Average,0
50,64734.0,15.7,9113.0,40532.0,13.9,4,4,0.428,29878.0,Self-employed,Good,0
40,48303.0,0.4,22377.0,7185.0,9.1,4,1,0.366,15627.0,Employed,Good,0
63,45988.0,11.8,29867.0,24497.0,3.5,6,0,0.257,23661.0,Self-employed,Good,0
28,57032.0,6.3,30357.0,5758.0,1.2,1,4,0.319,30396.0,Employed,Good,0
27,18000.0,9.2,3914.0,10708.0,6.2,4,0,0.134,996.0,Employed,Good,0
41,65495.0,0.0,26125.0,13201.0,10.2,6,0,0.422,66193.0,Employed,Excellent,1
43,54988.0,11.9,23212.0,19482.0,6.1,6,2,0.352,5849.0,Employed,Good,1
52,55873.0,9.1,20424.0,16727.0,9.2,1,2,0.793,39054.0,Employed,Good,1
39,76136.0,5.8,10217.0,5713.0,6.3,6,1,0.557,48510.0,Employed,Excellent,1
62,18000.0,8.6,20469.0,5938.0,9.9,1,2,0.378,0.0,Employed,Poor,0
42,18000.0,2.9,6520.0,7452.0,0.6,2,0,0.069,2139.0,Employed,Excellent,0
26,61024.0,3.7,12132.0,26211.0,13.4,6,2,0.172,35121.0,Self-employed,Poor,0
26,54843.0,4.1,9337.0,36195.0,2.6,4,2,0.603,34404.0,Employed,Excellent,1
64,58744.0,0.0,26933.0,16125.0,10.2,4,0,0.398,31265.0,Self-employed,Average,0
27,44833.0,9.4,11160.0,24000.0,5.9,4,2,0.34,15542.0,Self-employed,Good,0
63,69616.0,10.8,15282.0,21237.0,6.5,7,3,0.6,18613.0,Self-employed,Excellent,1
33,75518.0,3.2,27361.0,9312.0,6.0,1,0,0.535,44947.0,Employed,Excellent,1
25,65648.0,7.4,32569.0,11920.0,8.0,2,0,0.388,58202.0,Self-employed,Good,1
34,49262.0,4.9,13528.0,10575.0,8.8,3,3,0.352,24314.0,Employed,Average,0
48,18000.0,7.3,12517.0,1000.0,11.2,6,3,0.381,16316.0,Employed,Excellent,1
40,71923.0,3.5,22114.0,33615.0,12.6,4,1,0.285,43084.0,Unemployed,Excellent,1
56,81878.0,2.5,18105.0,26515.0,8.3,5,0,0.287,42153.0,Employed,Average,1
48,69180.0,10.2,50354.0,27002.0,13.9,6,1,0.301,46481.0,Employed,Good,0
39,35648.0,5.7,16540.0,20410.0,7.4,7,0,0.411,0.0,Employed,Good,0
49,69823.0,14.1,27425.0,26423.0,11.3,3,2,0.427,14570.0,Unemployed,Excellent,0
64,73932.0,6.2,46675.0,27429.0,8.7,3,2,0.065,45633.0,Employed,Good,1
39,89294.0,2.3,36570.0,11665.0,4.8,0,2,0.798,82212.0,Self-employed,,1
27,35726.0,10.9,9088.0,1000.0,7.7,0,2,0.412,14139.0,Employed,Good,1
39,50018.0,8.5,29944.0,7005.0,9.0,3,0,0.462,8331.0,Employed,Good,1
58,71440.0,8.9,47363.0,6719.0,6.9,5,3,0.207,0.0,Employed,Poor,0
30,56263.0,10.8,20089.0,24881.0,8.7,6,0,0.673,16701.0,Self-employed,Good,0
63,30419.0,3.4,16217.0,1334.0,10.5,3,2,0.476,17960.0,Employed,Good,1
47,64122.0,5.5,19356.0,10253.0,6.9,4,2,0.527,18825.0,Unemployed,Average,0
48,67731.0,5.3,5913.0,42389.0,0.5,6,1,0.361,7970.0,Employed,Poor,0
35,56935.0,0.8,41475.0,35745.0,13.7,2,1,0.591,40795.0,,Average,0
62,59831.0,4.9,25250.0,20622.0,5.8,1,1,0.274,14724.0,Employed,Good,1
22,49308.0,11.3,24473.0,13292.0,3.7,7,3,0.899,18845.0,Employed,Average,0
34,87522.0,6.9,39364.0,40284.0,2.5,4,1,0.122,62045.0,Employed,Excellent,1
39,35185.0,0.6,16330.0,1000.0,5.7,1,3,0.265,2608.0,Employed,Average,0
42,42079.0,0.0,11464.0,15157.0,4.7,2,1,0.127,16370.0,Employed,Average,0
42,55242.0,12.7,42744.0,4888.0,4.1,2,0,0.558,7046.0,Employed,Good,0
27,74337.0,5.6,33589.0,15050.0,4.3,1,0,0.419,22947.0,Unemployed,Average,0
31,22058.0,3.4,14303.0,13903.0,9.1,3,2,0.42,17880.0,Employed,Average,0
25,26173.0,4.9,6016.0,8773.0,15.1,6,1,0.531,15300.0,Employed,Average,0
46,18000.0,0.1,2237.0,17350.0,10.3,5,1,0.468,0.0,Employed,Poor,0
36,55719.0,11.7,3180.0,25702.0,11.5,7,2,0.459,8452.0,Employed,Average,0
46,30397.0,4.4,4684.0,14996.0,5.5,6,2,0.637,9888.0,Employed,Good,0
47,46540.0,11.5,12127.0,27199.0,7.4,2,3,0.147,32255.0,Unemployed,Excellent,1
52,69550.0,6.2,31835.0,27639.0,8.7,0,1,0.593,49731.0,Employed,Good,1
45,40886.0,11.7,24406.0,13695.0,4.4,1,1,0.424,21036.0,Employed,Excellent,1
50,60088.0,7.0,20760.0,15489.0,5.3,6,2,0.818,11789.0,Employed,Average,0
47,48415.0,9.4,11420.0,17936.0,10.4,2,2,0.676,37320.0,Employed,Average,0
50,69787.0,8.9,35485.0,15577.0,11.4,5,3,0.46,56679.0,Employed,Good,1
48,65453.0,8.5,6064.0,17732.0,7.3,3,3,0.172,21374.0,Self-employed,Poor,0
35,39777.0,7.4,31200.0,7416.0,2.2,7,2,0.17,10412.0,Employed,Average,0
32,51290.0,5.1,19015.0,18262.0,5.8,4,2,0.178,23866.0,Employed,Poor,0
56,77962.0,13.7,12377.0,16595.0,1.2,7,1,0.654,50062.0,Employed,Excellent,1
36,63654.0,2.4,13116.0,17616.0,7.3,2,1,0.579,18721.0,Unemployed,Good,1
45,24267.0,6.0,17352.0,10820.0,8.0,6,2,0.266,1201.0,Employed,Good,0
29,69424.0,6.1,13383.0,11462.0,5.9,4,3,0.326,46506.0,Employed,Average,1
40,31139.0,7.6,12733.0,21785.0,8.0,1,2,0.287,12955.0,Employed,Poor,0
44,86075.0,4.3,18873.0,29796.0,8.7,1,2,0.373,32783.0,Employed,Average,1
49,77530.0,7.3,17470.0,25498.0,8.0,2,1,0.669,30874.0,Employed,Excellent,1
44,61377.0,5.3,38071.0,4025.0,2.2,1,1,0.306,9450.0,Employed,Good,1
37,58459.0,0.0,9140.0,33074.0,6.0,7,1,0.327,22124.0,Employed,Average,0
64,50401.0,6.0,1981.0,24708.0,8.6,1,2,0.102,35387.0,Employed,Excellent,1
44,69928.0,1.6,23519.0,19251.0,13.3,4,0,0.77,34912.0,Self-employed,Poor,0
57,46843.0,0.0,31342.0,4570.0,5.9,4,1,0.455,44744.0,Employed,Average,0
54,60183.0,6.5,15081.0,31642.0,9.2,4,1,0.485,35366.0,Employed,Average,1
46,74183.0,8.0,6554.0,45071.0,10.5,5,1,0.634,45705.0,Employed,Poor,0
60,42640.0,8.1,25533.0,7648.0,6.2,7,3,0.58,11513.0,Employed,Excellent,0
26,41444.0,8.3,15450.0,7178.0,11.6,7,1,0.223,11651.0,Employed,Good,1
62,28724.0,0.0,17055.0,8327.0,11.8,6,1,0.272,27537.0,Employed,Average,0
59,31582.0,0.6,17867.0,1000.0,12.5,3,3,0.341,25518.0,Employed,Average,0
43,18000.0,13.9,6197.0,12513.0,8.8,5,5,0.152,8510.0,Employed,Average,0
54,71056.0,1.8,25284.0,36513.0,,1,1,0.457,39694.0,Employed,Excellent,1
44,94796.0,8.4,26000.0,59808.0,4.5,7,2,0.719,53497.0,Employed,Good,0
33,86357.0,3.3,49965.0,51392.0,15.5,1,1,0.145,12697.0,Employed,Good,0
56,19226.0,6.3,9875.0,1683.0,10.1,0,0,0.615,4644.0,Employed,Good,1
32,70947.0,3.5,47608.0,45481.0,12.4,6,2,0.413,39478.0,Employed,Poor,0
35,86286.0,8.2,39118.0,23956.0,5.7,6,1,0.458,75229.0,Employed,Excellent,1
44,44950.0,6.5,6467.0,5238.0,10.4,1,1,0.422,36499.0,Employed,Excellent,1
58,57232.0,4.2,24631.0,26717.0,12.7,7,2,0.658,24752.0,Unemployed,Good,0
38,,1.8,,1654.0,2.7,0,2,0.336,4829.0,Employed,Average,0
43,60868.0,7.1,24898.0,39719.0,6.3,0,0,0.401,3283.0,Employed,Excellent,1
22,31602.0,1.1,17727.0,16165.0,0.5,7,2,0.533,7363.0,Self-employed,Excellent,0
26,59392.0,7.7,31525.0,29254.0,6.3,1,1,0.208,46336.0,Employed,Good,0
23,20654.0,16.5,500.0,7470.0,3.7,1,0,0.511,23082.0,Employed,Good,1
24,66943.0,11.4,27339.0,15404.0,6.1,6,2,0.841,31172.0,Self-employed,Excellent,1
60,77539.0,8.9,39791.0,10890.0,18.7,4,1,0.252,58958.0,Employed,Average,1
58,37770.0,5.7,30769.0,19945.0,13.9,4,2,0.547,1033.0,Employed,Average,0
57,29988.0,0.0,16851.0,10299.0,1.2,7,3,0.359,25506.0,Employed,Good,0
23,18000.0,0.7,8304.0,8908.0,9.2,0,1,0.161,13779.0,Employed,Excellent,0
24,49139.0,11.1,26147.0,3905.0,10.2,7,0,0.64,687.0,Employed,Good,1
33,42205.0,2.8,16659.0,8179.0,5.6,2,2,0.347,33117.0,Self-employed,Excellent,1
46,20878.0,3.2,6423.0,1136.0,7.7,4,4,0.16,5508.0,Employed,Good,1
36,64966.0,5.3,40285.0,28977.0,8.1,2,1,0.612,37613.0,Employed,Average,0
42,45101.0,1.8,32678.0,22315.0,1.6,2,1,0.79,10459.0,Unemployed,Excellent,0
28,31334.0,1.1,4221.0,16982.0,2.9,2,1,0.765,12640.0,Unemployed,Excellent,0
53,42799.0,5.8,14328.0,10268.0,7.7,4,2,0.397,24179.0,Employed,Excellent,1
35,78569.0,2.4,8961.0,28039.0,7.4,7,1,0.481,26702.0,Employed,Excellent,1
23,68265.0,3.0,26737.0,2651.0,4.2,0,1,0.621,12263.0,Employed,Good,1
54,52139.0,2.9,19978.0,10017.0,3.8,5,1,0.506,35420.0,Self-employed,Good,1
61,68620.0,8.1,41115.0,26385.0,6.6,6,2,0.548,23296.0,Unemployed,Average,0
21,29460.0,5.1,500.0,19391.0,10.5,5,4,0.189,4382.0,Self-employed,Excellent,1
40,55712.0,5.3,26633.0,14835.0,6.7,7,2,0.288,29799.0,Employed,Good,0
58,58241.0,8.4,12712.0,12448.0,13.5,0,0,0.322,11492.0,Employed,Poor,0
52,44664.0,5.4,18745.0,15250.0,4.2,2,1,0.104,40121.0,Employed,Good,1
59,64580.0,4.9,31174.0,39036.0,7.8,3,0,0.455,30793.0,Employed,Average,0
39,37830.0,7.9,8307.0,5982.0,5.6,4,2,0.43,3985.0,Employed,Good,1
37,66216.0,8.7,22502.0,17772.0,9.4,2,0,0.703,29631.0,Employed,Excellent,1
52,67141.0,5.4,49328.0,38744.0,3.9,2,0,0.839,37792.0,Employed,Excellent,0
27,18000.0,6.3,5653.0,9265.0,14.7,6,2,0.279,2163.0,Employed,Average,0
31,81187.0,2.9,13532.0,46738.0,0.5,1,2,0.558,34968.0,Unemployed,Average,0
48,18000.0,2.6,2316.0,4982.0,13.9,7,2,0.242,15629.0,Employed,Good,1
51,41447.0,9.1,11409.0,13424.0,7.4,0,1,0.375,30499.0,Self-employed,Good,1
26,77558.0,7.8,43446.0,49467.0,9.2,3,2,0.355,28555.0,Employed,Good,0
43,48020.0,7.8,27584.0,10720.0,12.3,4,0,0.276,14342.0,Employed,Excellent,1
37,22744.0,7.1,500.0,11693.0,10.4,7,3,0.406,3058.0,Employed,Excellent,1
43,30938.0,6.2,16928.0,17772.0,4.1,6,1,0.242,1590.0,Employed,Poor,0
64,77592.0,8.8,45477.0,7470.0,9.4,0,1,0.375,42865.0,Self-employed,Excellent,1
24,18000.0,9.7,8426.0,4711.0,14.5,5,1,0.771,1627.0,Employed,Good,0
65,79838.0,9.6,9752.0,41483.0,3.5,2,1,0.449,22822.0,Self-employed,Average,0
41,53788.0,5.6,21573.0,6062.0,15.5,6,2,0.492,10214.0,Self-employed,Good,1
55,28767.0,11.5,11808.0,5260.0,8.5,6,1,0.2,16223.0,Employed,Poor,0
40,42171.0,6.9,9681.0,13177.0,5.3,1,0,0.387,21441.0,Employed,Excellent,1
34,32621.0,8.5,13927.0,16546.0,3.4,2,2,0.265,7242.0,Employed,Average,0
55,74057.0,7.1,1546.0,46790.0,6.1,6,1,0.725,51134.0,Employed,Excellent,1
51,71113.0,7.0,11032.0,42263.0,0.5,7,2,0.649,35787.0,Employed,Excellent,1
27,18000.0,3.1,5259.0,1000.0,5.3,4,2,0.242,6687.0,Employed,Good,1
52,46121.0,8.8,8424.0,21645.0,5.9,1,1,0.362,4327.0,Unemployed,Average,0
54,36010.0,17.4,28381.0,20890.0,2.7,3,0,0.371,8567.0,,Good,0
38,83457.0,4.5,5970.0,40487.0,10.0,6,2,0.193,57001.0,Self-employed,Good,1
62,25298.0,6.3,8269.0,7507.0,6.1,4,1,0.39,3915.0,Employed,Good,0
49,90293.0,4.2,33867.0,4434.0,4.5,1,1,0.652,37918.0,Employed,Excellent,1
36,54268.0,4.0,29198.0,26636.0,5.7,2,2,0.429,25786.0,Self-employed,Average,0
21,29437.0,12.2,15836.0,1000.0,8.4,1,4,0.646,9646.0,Employed,Poor,0
51,40100.0,3.3,17543.0,10623.0,7.3,3,1,0.475,32085.0,Employed,Average,0
30,37364.0,4.1,18326.0,23335.0,4.2,3,0,0.436,12410.0,Self-employed,Good,1
55,26958.0,0.0,500.0,21200.0,7.5,4,4,0.138,8544.0,Unemployed,Good,0
44,57086.0,3.0,28223.0,40473.0,6.8,7,2,0.208,27796.0,Employed,Good,0
42,27986.0,0.0,1405.0,17789.0,2.4,5,2,0.319,14398.0,Self-employed,Excellent,1
28,18000.0,8.5,12535.0,2558.0,,4,1,0.302,12148.0,Employed,Good,0
53,46647.0,17.2,5874.0,15077.0,9.3,2,2,0.757,30840.0,Employed,Average,1
28,18000.0,4.5,16236.0,1000.0,9.3,5,0,0.502,7274.0,Employed,Average,0
39,38452.0,0.0,21001.0,24491.0,6.1,7,1,0.254,1031.0,Employed,Good,0
58,35000.0,9.6,12820.0,13936.0,9.7,0,0,0.621,31920.0,Employed,,1
62,35833.0,3.1,10058.0,12768.0,3.1,2,1,0.589,23053.0,Employed,Average,0
65,99021.0,11.2,26520.0,5689.0,3.2,0,4,0.177,21708.0,Employed,Poor,0
64,56241.0,4.9,7371.0,17717.0,6.0,1,1,0.41,22378.0,Self-employed,Poor,0
46,60398.0,3.5,42654.0,35128.0,13.0,0,1,0.736,31397.0,Self-employed,Excellent,0
30,18000.0,5.3,10074.0,8983.0,7.7,4,0,0.188,6327.0,Self-employed,Good,0
58,40613.0,9.0,4839.0,1648.0,5.9,6,1,0.401,22270.0,Employed,Average,1
57,59737.0,5.1,34408.0,12881.0,13.2,7,1,0.743,40440.0,Unemployed,Average,0
65,,4.0,,16440.0,5.9,1,0,0.509,8155.0,Employed,Excellent,1
50,74977.0,5.2,5212.0,4423.0,15.9,5,1,0.331,61321.0,Employed,Good,1
27,28541.0,0.9,9588.0,19944.0,5.0,2,1,0.296,18899.0,Employed,Average,0
43,48700.0,7.6,4648.0,11422.0,3.0,2,3,0.752,12929.0,Employed,Excellent,1
41,42107.0,0.0,7819.0,6841.0,6.3,4,3,0.13,15167.0,Employed,Good,1
58,58615.0,4.2,31311.0,24100.0,6.0,5,0,0.604,51285.0,Employed,Good,1
38,40909.0,9.0,7654.0,9251.0,3.8,4,0,0.409,14740.0,Unemployed,Good,1
35,49040.0,7.2,34364.0,5061.0,17.4,0,1,0.525,43768.0,Employed,Good,1
24,49805.0,8.4,18142.0,18768.0,8.3,3,1,0.484,6731.0,Employed,Excellent,1
58,38843.0,5.7,21650.0,5190.0,8.9,2,1,0.334,25732.0,Employed,Average,0
54,65672.0,10.7,30444.0,15121.0,5.2,0,1,0.679,43326.0,Employed,Excellent,1
22,60245.0,9.7,36228.0,32255.0,4.7,0,2,0.27,19999.0,Unemployed,Average,0
40,53050.0,7.8,22600.0,30396.0,11.1,3,4,0.305,32255.0,Employed,Excellent,1
42,45530.0,9.7,19854.0,17168.0,0.5,0,4,0.359,0.0,Employed,Average,0
42,72524.0,9.0,30523.0,33093.0,2.4,5,0,0.596,17764.0,Employed,Good,0
62,49812.0,4.2,32071.0,5149.0,6.0,0,4,0.466,20600.0,Employed,Average,0
27,48253.0,0.6,7920.0,16982.0,12.4,1,1,0.564,413.0,Employed,Excellent,1
34,57303.0,7.7,21191.0,17045.0,5.5,7,0,0.441,4270.0,Employed,Good,1
29,92325.0,8.2,52694.0,38767.0,8.7,5,2,0.324,23745.0,Employed,Good,1
31,25512.0,10.4,4136.0,1000.0,7.1,4,2,0.364,3957.0,Employed,Excellent,1
61,71937.0,2.3,46175.0,43288.0,12.2,0,3,0.093,13035.0,Self-employed,Average,0
63,18000.0,2.4,500.0,9656.0,0.7,0,1,0.686,0.0,Employed,Excellent,1
23,59780.0,7.8,5729.0,13191.0,,7,1,0.248,42750.0,Employed,Poor,0
49,89652.0,5.7,46991.0,40274.0,6.2,6,4,0.573,13167.0,Self-employed,Good,0
31,65751.0,0.0,25966.0,4684.0,10.7,7,1,0.284,44454.0,Employed,Excellent,1
29,58754.0,7.5,8839.0,33899.0,3.7,6,1,0.122,7327.0,Employed,Poor,0
34,42670.0,0.0,9770.0,8031.0,7.1,0,1,0.67,0.0,Employed,Excellent,1
29,55683.0,2.2,13088.0,6955.0,6.6,6,2,0.559,25166.0,Employed,Average,1
43,49455.0,11.4,27294.0,23089.0,3.0,3,1,0.294,15525.0,Employed,Good,0
65,37709.0,13.3,21283.0,20279.0,1.9,5,3,0.427,22948.0,Employed,Good,0
47,48623.0,1.1,25590.0,17928.0,4.7,3,1,0.75,19918.0,Employed,Average,0
53,59364.0,4.7,7613.0,25337.0,7.5,5,0,0.167,17153.0,Self-employed,Excellent,1
43,38121.0,6.2,26143.0,1172.0,4.0,6,0,0.543,8700.0,Employed,Average,0
21,37262.0,13.1,22720.0,2104.0,5.7,7,0,0.178,34649.0,Unemployed,Excellent,1
24,25075.0,4.0,22301.0,10342.0,0.5,4,1,0.08,5211.0,Employed,Average,0
33,63596.0,4.1,15512.0,24276.0,5.5,2,2,0.256,47283.0,Employed,Excellent,1
31,66997.0,12.2,14504.0,4533.0,11.1,4,0,0.23,38664.0,Employed,Excellent,1
58,60097.0,4.5,47681.0,19759.0,9.8,3,1,0.653,24052.0,Employed,Excellent,0
58,76234.0,8.9,45297.0,29042.0,6.7,1,1,0.301,22266.0,Unemployed,Good,0
59,56933.0,0.1,3047.0,25279.0,8.0,5,3,0.284,13767.0,Employed,Poor,0
49,63624.0,5.3,35733.0,37281.0,3.7,0,1,0.405,27174.0,Employed,Poor,0
46,61684.0,0.0,2362.0,15770.0,13.5,3,1,0.642,57768.0,Employed,Average,1
50,52986.0,1.8,7665.0,23913.0,15.3,5,0,0.598,18100.0,Employed,Average,0
39,43322.0,9.4,24384.0,17460.0,7.7,7,1,0.155,35567.0,Self-employed,Average,0
51,103711.0,5.8,44330.0,24025.0,17.4,4,2,0.476,20340.0,Self-employed,Good,1
56,45057.0,4.7,17553.0,1000.0,4.3,7,2,0.309,7483.0,Employed,Excellent,1
55,40351.0,3.0,20118.0,1000.0,2.0,6,1,0.187,21317.0,Self-employed,Average,0
48,64548.0,5.1,46297.0,36910.0,4.2,1,1,0.195,59202.0,Self-employed,Excellent,0
23,60541.0,7.2,4073.0,16409.0,6.1,6,2,0.698,22435.0,Employed,Average,1
53,24095.0,9.9,13726.0,12304.0,16.2,2,2,0.448,8766.0,Employed,Good,1
37,79699.0,0.0,49552.0,35521.0,5.9,5,2,0.425,31430.0,Self-employed,Good,0
54,52928.0,2.7,28525.0,11106.0,3.6,1,2,0.376,34131.0,Self-employed,Average,0
45,30560.0,6.6,22137.0,16367.0,3.4,4,3,0.679,15625.0,Employed,Excellent,0
60,81153.0,5.6,34535.0,42337.0,11.6,5,1,0.733,59240.0,,Poor,0
36,68765.0,7.6,8680.0,1269.0,11.0,7,0,0.31,28074.0,Self-employed,Poor,0
62,27180.0,7.1,5935.0,17404.0,5.1,7,2,0.223,15678.0,Self-employed,Good,0
59,94098.0,4.8,54991.0,35896.0,0.5,6,1,0.14,85765.0,Employed,Average,0
35,69494.0,3.9,52553.0,18906.0,2.5,4,4,0.51,41336.0,Self-employed,Excellent,0
42,54776.0,5.0,5065.0,25478.0,13.9,7,0,0.276,19822.0,Employed,Good,1
44,89985.0,10.6,5448.0,38089.0,9.8,0,1,0.349,78577.0,Employed,Average,1
55,58505.0,3.1,36875.0,20042.0,7.3,7,2,0.197,44665.0,Employed,Excellent,1
52,54382.0,5.7,2914.0,37006.0,14.5,1,1,0.341,27009.0,Employed,Good,1
59,40473.0,6.7,2341.0,18969.0,14.8,3,1,0.242,27729.0,Employed,Good,1
37,67801.0,12.2,43724.0,26589.0,6.9,7,1,0.212,29875.0,Self-employed,Average,0
43,65485.0,4.8,44908.0,6152.0,6.9,5,2,0.149,22390.0,Employed,Average,0
40,55323.0,9.8,36742.0,12614.0,4.7,6,1,0.258,10739.0,Employed,Excellent,0
61,37620.0,10.9,19328.0,13370.0,5.9,5,1,0.15,26093.0,Employed,Excellent,1
34,57858.0,5.7,14193.0,27355.0,1.1,4,1,0.193,37931.0,Employed,Average,0
47,53464.0,5.2,38443.0,16383.0,1.0,1,1,0.062,30641.0,Employed,Excellent,0
26,25664.0,4.7,12047.0,7900.0,0.5,7,1,0.845,15390.0,Employed,Good,0
59,22620.0,5.0,8085.0,4990.0,11.3,5,2,0.577,22939.0,Unemployed,Excellent,1
38,67433.0,9.4,47960.0,25666.0,0.8,5,2,0.051,26796.0,Employed,Average,0
36,18000.0,6.9,11903.0,8586.0,14.8,3,4,0.647,0.0,Employed,Excellent,0
